category,subject,lecturer,section,post/reply,"number of assignment","number of quiz","total assignment+quiz (including uts)","other activities","link to list of forums","link to list of assignments","link to list of quizzes"
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Guest user  ","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Guest user  ","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Guest user  ","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,4,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Introductory Section",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 6 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Meiliana Jaunanda","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,4,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Introductory Section",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 6 Session 1",37,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 6 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Ricky Aprilianto Mulyana","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,4,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Introductory Section",0,0,0,0,1,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 6 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 6 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB A 1524","Wijaya Triwacananingrum","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,4,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 6 Session 2",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Guest user  ","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,4,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 6 Session 2",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Herlina Lusmeida","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,4,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 6 Session 2",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Meiliana Jaunanda","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,4,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 6 Session 2",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Sahat Simanjuntak","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,4,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 1 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 1 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 2 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 2 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 3 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 3 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 4 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 4 Session 2",0,0,"UTS_Accounting Principle 2",1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 5 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 5 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 6 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 6 Session 2",0,1,0,1,1,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 7 Session 1",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 7 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB B 1525","Wijaya Triwacananingrum","Week 8 Session 2",0,"FINAL EXAM (Soal UAS)",0,4,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","Eduard Ary Binsar Naibaho","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","Eduard Ary Binsar Naibaho","Week 8 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","EDUARD NAIBAHO","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","EDUARD NAIBAHO","Week 8 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","Guest user  ","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","Guest user  ","Week 8 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","Herlina Lusmeida","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","Herlina Lusmeida","Week 8 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","Meiliana Jaunanda","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","Meiliana Jaunanda","Week 8 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","Suryanti Ayuri","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","Suryanti Ayuri","Week 8 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","Wijaya Triwacananingrum","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCOUNTING PRINCIPLES 2 + LAB C 4354","Wijaya Triwacananingrum","Week 8 Session 2",0,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCT RESEARCH METHODOLOGY [Shared Materials] 4531 1745","Mulyadi Soetardjo","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCT RESEARCH METHODOLOGY [Shared Materials] 4531 1745","Mulyadi Soetardjo","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCT RESEARCH METHODOLOGY A 1675","Aloysius Mukti","Introductory Section",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCT RESEARCH METHODOLOGY A 1675","Aloysius Mukti","Week 4 Session 2",0,0,"Mid-Term Exam - Accounting Research Methodology - Even 2019/2020",1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCT RESEARCH METHODOLOGY A 1675","Aloysius Mukti","Week 6 Session 1",8,1,0,1,0,Link,Link,Link
"Semester Genap 2019/2020","ACCT RESEARCH METHODOLOGY A 1675","Aloysius Mukti","Week 6 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCT RESEARCH METHODOLOGY A 1675","Aloysius Mukti","Week 7 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCT RESEARCH METHODOLOGY A 1675","Aloysius Mukti","Week 7 Session 2",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCT RESEARCH METHODOLOGY A 1675","Aloysius Mukti","Week 8 Session 1",0,0,0,0,0,Link,Link,Link
"Semester Genap 2019/2020","ACCT RESEARCH METHODOLOGY A 1675","Aloysius Mukti","Week 8 Session 2",0,0,0,0,1,Link,Link,Link
